多亏,"duōkuī","thanks to","hsk5"
朵,"duǒ","classifier of flower","hsk5"
发表,"fābiǎo","Publish","hsk5"
发达,"fādá","To develop","hsk5"
发挥,"fāhuī","Develop","hsk5"
发票,"fāpiào","invoice","hsk5"
发言,"fāyán","give a speech","hsk5"
罚款,"fákuǎn","forfeit; amerce; fine","hsk5"
法院,"fǎyuàn","Court","hsk5"
繁荣,"fánróng","Boom","hsk5"
反而,"fǎn'ér","Instead","hsk5"
反应,"fǎnyìng","reaction","hsk5"
反正,"fǎnzhèng","anyway","hsk5"
范围,"fànwéi","Range","hsk5"
方案,"fāng'àn","programme","hsk5"
方式,"fāngshì","mode","hsk5"
妨碍,"fáng'ài","Hinder","hsk5"
肥皂,"féizào","soap","hsk5"
分布,"fēnbù","distribution","hsk5"
分手,"fēnshǒu","Break up","hsk5"
风景,"fēngjǐng","Scenery","hsk5"
风险,"fēngxiǎn","risk","hsk5"
讽刺,"fěngcì","satire","hsk5"
否认,"fǒurèn","deny","hsk5"
扶,"fú","hold up","hsk5"
复制,"fùzhì","copy","hsk5"
改进,"gǎijìn","Improvement","hsk5"
改正,"gǎizhèng","correction","hsk5"
概括,"gàikuò","Generalization","hsk5"
感想,"gǎnxiǎng","Feel","hsk5"
赶快,"gǎnkuài","hurry up","hsk5"
干活儿,"gànhuór","work on a job","hsk5"
高级,"gāojí","senior","hsk5"
告别,"gàobié","farewell","hsk5"
隔壁,"gébì","next door","hsk5"
个人,"gèrén","personal","hsk5"
各自,"gèzì","Each","hsk5"
根本,"gēnběn","at all","hsk5"
公开,"gōngkāi","open","hsk5"
公平,"gōngpíng","fair","hsk5"
公寓,"gōngyù","apartment","hsk5"
工厂,"gōngchǎng","factory","hsk5"
工具,"gōngjù","tool","hsk5"
工业,"gōngyè","Industry","hsk5"
功能,"gōngnéng","function","hsk5"
沟通,"gōutōng","Communicate","hsk5"
姑娘,"gūniang","girl","hsk5"
古代,"gǔdài","Ancient","hsk5"
鼓掌,"gǔzhǎng","applause","hsk5"
骨头,"gǔtou","Bone","hsk5"
乖,"guāi","Good behaved","hsk5"
怪不得,"guàibude","No wonder","hsk5"
观察,"guānchá","observation","hsk5"
观念,"guānniàn","concept","hsk5"
冠军,"guànjūn","Champion","hsk5"
光滑,"guānghuá","smooth","hsk5"
光明,"guāngmíng","light","hsk5"
广大,"guǎngdà","Vast","hsk5"
规律,"guīlǜ","Law","hsk5"
规则,"guīzé","rule","hsk5"
滚,"gǔn","rolling","hsk5"
国庆节,"guóqìngjié","National Day","hsk5"
果实,"guǒshí","fruit","hsk5"
过敏,"guòmǐn","allergy","hsk5"
海鲜,"hǎixiān","seafood","hsk5"
豪华,"háohuá","luxury","hsk5"
好奇,"hàoqí","Be curious","hsk5"
何必,"hébì","Why","hsk5"
合法,"héfǎ","legitimate","hsk5"
合理,"hélǐ","reasonable","hsk5"
合同,"hétong","contract","hsk5"
合作,"hézuò","cooperation","hsk5"
恨,"hèn","hate","hsk5"
猴子,"hóuzi","Monkey","hsk5"
后背,"hòubèi","back","hsk5"
忽视,"hūshì","Ignore","hsk5"
壶,"hú","pot","hsk5"
胡说,"húshuō","Nonsense","hsk5"
糊涂,"hútu","Confused","hsk5"
花生,"huāshēng","peanut","hsk5"
划,"huá","Rowing","hsk5"
话题,"huàtí","Topic of conversation","hsk5"
怀念,"huáiniàn","miss","hsk5"
怀孕,"huáiyùn","become pregnant","hsk5"
慌张,"huāngzhāng","flurried","hsk5"
黄金,"huángjīn","gold","hsk5"
灰,"huī","ash","hsk5"
灰心,"huīxīn","Lose heart; be discouraged","hsk5"
婚礼,"hūnlǐ","wedding","hsk5"
活跃,"huóyuè","active","hsk5"
伙伴,"huǒbàn","Partner","hsk5"
或许,"huòxǔ","maybe; probably","hsk5"
基本,"jīběn","basic","hsk5"
机器,"jīqì","machine","hsk5"
及格,"jígé","pass","hsk5"
集合,"jíhé","aggregate","hsk5"
集中,"jízhōng","focus","hsk5"
急诊,"jízhěn","emergency","hsk5"
记忆,"jìyì","memory","hsk5"
纪录,"jìlù","Record","hsk5"
纪念,"jìniàn","memorialize","hsk5"
家务,"jiāwù","Housework","hsk5"
嘉宾,"jiābīn","Distinguished guest","hsk5"
甲,"jiǎ","nail","hsk5"
假如,"jiǎrú","If","hsk5"
假装,"jiǎzhuāng","pretend","hsk5"
驾驶,"jiàshǐ","Drive","hsk5"
坚强,"jiānqiáng","Firm","hsk5"
艰苦,"jiānkǔ","hard","hsk5"
捡,"jiǎn","pick up","hsk5"
简直,"jiǎnzhí","simply","hsk5"
健身,"jiànshēn","workout","hsk5"
建设,"jiànshè","build","hsk5"
建筑,"jiànzhù","Architecture","hsk5"
键盘,"jiànpán","keyboard","hsk5"
讲座,"jiǎngzuò","Lecture","hsk5"
酱油,"jiàngyóu","soy sauce","hsk5"
浇,"jiāo","pour it over","hsk5"
交换,"jiāohuàn","exchange","hsk5"
交往,"jiāowǎng","affiliate with","hsk5"
角度,"jiǎodù","angle","hsk5"
教材,"jiàocái","teaching material","hsk5"
教训,"jiàoxùn","lesson","hsk5"
接待,"jiēdài","Reception","hsk5"
结实,"jiēshi","strong","hsk5"
节省,"jiéshěng","save","hsk5"
结构,"jiégòu","structure","hsk5"
结合,"jiéhé","Combination","hsk5"
结论,"jiélùn","conclusion","hsk5"
结账,"jiézhàng","Checkout","hsk5"
届,"jiè","Session","hsk5"
借口,"jièkǒu","Excuse","hsk5"
戒,"jiè","Quit","hsk5"
紧急,"jǐnjí","urgent","hsk5"
尽快,"jǐnkuài","as soon as possible","hsk5"
谨慎,"jǐnshèn","cautious","hsk5"
进步,"jìnbù","progress","hsk5"
近代,"jìndài","Modern","hsk5"
尽量,"jìnliàng","as far as possible","hsk5"
精神,"jīngshén","spirit","hsk5"
经典,"jīngdiǎn","classics; scriptures","hsk5"
救,"jiù","save","hsk5"
舅舅,"jiùjiu","uncle","hsk5"
桔子,"júzi","Orange","hsk5"
具备,"jùbèi","Have, possess","hsk5"
巨大,"jùdà","huge","hsk5"
决赛,"juésài","Finals","hsk5"
绝对,"juéduì","Absolutely","hsk5"
军事,"jūnshì","Military","hsk5"
开放,"kāifàng","To open up","hsk5"
开水,"kāishuǐ","Boiling water","hsk5"
砍,"kǎn","cut","hsk5"
看不起,"kànbuqǐ","Despise","hsk5"
可见,"kějiàn","so; it`s thus clear","hsk5"
可怕,"kěpà","dreadful","hsk5"
克,"kè","gram","hsk5"
客观,"kèguān","objective","hsk5"
控制,"kòngzhì","control","hsk5"
口味,"kǒuwèi","Flavor","hsk5"
夸,"kuā","boast, praise","hsk5"
扩大,"kuòdà","Expand","hsk5"
辣椒,"làjiāo","Pepper, spice","hsk5"
烂,"làn","rotten","hsk5"
劳动,"láodòng","labour","hsk5"
老板,"lǎobǎn","Boss","hsk5"
老鼠,"lǎoshǔ","Mouse","hsk5"
姥姥,"lǎolao","Grandma","hsk5"
理论,"lǐlùn","theory","hsk5"
理由,"lǐyóu","Reason","hsk5"
立刻,"lìkè","immediately","hsk5"
力量,"lìliàng","Power","hsk5"
利息,"lìxī","accrual; interest","hsk5"
利用,"lìyòng","utilize","hsk5"
连忙,"liánmáng","Hurriedly","hsk5"
联合,"liánhé","union","hsk5"
了不起,"liǎobuqǐ","Amazing","hsk5"
列车,"lièchē","train","hsk5"
临时,"línshí","temporary","hsk5"
灵活,"línghuó","flexible","hsk5"
领域,"lǐngyù","field","hsk5"
流传,"liúchuán","spread","hsk5"
浏览,"liúlǎn","browse","hsk5"
龙,"lóng","dragon","hsk5"
漏,"lòu","leak","hsk5"
陆地,"lùdì","land","hsk5"
录取,"lùqǔ","matriculate","hsk5"
论文,"lùnwén","paper","hsk5"
落后,"luòhòu","backward, fall behind","hsk5"
骂,"mà","scold","hsk5"
麦克风,"màikèfēng","Microphone","hsk5"
满足,"mǎnzú","satisfy","hsk5"
冒险,"màoxiǎn","adventure","hsk5"
眉毛,"méimao","eyebrow","hsk5"
美术,"měishù","Fine Arts","hsk5"
秘密,"mìmì","Secret","hsk5"
面对,"miànduì","Face","hsk5"
面临,"miànlín","face","hsk5"
苗条,"miáotiao","slim","hsk5"
明确,"míngquè","To make clear","hsk5"
明显,"míngxiǎn","obvious","hsk5"
名牌,"míngpái","famous brand","hsk5"
名胜古迹,"míngshènggǔjì","Places of historic interest and scenic beauty","hsk5"
命令,"mìnglìng","call; nominate","hsk5"
摸,"mō","feel, touch","hsk5"
模糊,"móhu","vague","hsk5"
摩托车,"mótuōchē","Motorcycle","hsk5"
某,"mǒu","some","hsk5"
目标,"mùbiāo","target","hsk5"
目录,"mùlù","Catalog","hsk5"
木头,"mùtou","wood","hsk5"
哪怕,"nǎpà","even if","hsk5"
难免,"nánmiǎn","Unavoidable","hsk5"
脑袋,"nǎodai","head","hsk5"
内科,"nèikē","Internal medicine","hsk5"
嫩,"nèn","tender, delicate","hsk5"
能干,"nénggàn","capable","hsk5"
能源,"néngyuán","energy","hsk5"
年代,"niándài","years","hsk5"
年纪,"niánjì","Age","hsk5"
宁可,"nìngkě","would rather","hsk5"
牛仔裤,"niúzǎikù","Jeans","hsk5"
农村,"nóngcūn","countryside","hsk5"
农业,"nóngyè","Agriculture","hsk5"
女士,"nǚshì","Madam","hsk5"
派,"pài","send","hsk5"
赔偿,"péicháng","compensate for","hsk5"
培养,"péiyǎng","culture, foster","hsk5"
配合,"pèihé","Coordination","hsk5"
披,"pī","drape over one`s shoulders","hsk5"
片面,"piànmiàn","one-sided","hsk5"
拼音,"pīnyīn","pinyin","hsk5"
平,"píng","flat","hsk5"
平常,"píngcháng","Usual","hsk5"
平方,"píngfāng","square","hsk5"
平静,"píngjìng","calm","hsk5"
评价,"píngjià","evaluate","hsk5"
破坏,"pòhuài","Destruction","hsk5"
期待,"qīdài","expect","hsk5"
奇迹,"qíjì","Miracle","hsk5"
启发,"qǐfā","Inspire","hsk5"
气氛,"qìfēn","atmosphere","hsk5"
汽油,"qìyóu","gasoline","hsk5"
谦虚,"qiānxū","Modest","hsk5"
签,"qiān","Sign","hsk5"
浅,"qiǎn","shallow","hsk5"
枪,"qiāng","gun","hsk5"
强调,"qiángdiào","Emphasize","hsk5"
抢,"qiǎng","rob","hsk5"
悄悄,"qiāoqiāo","quietly","hsk5"
瞧,"qiáo","look","hsk5"
巧妙,"qiǎomiào","clever","hsk5"
亲爱,"qīn'ài","Dear","hsk5"
亲切,"qīnqiè","kind","hsk5"
勤奋,"qínfèn","hardworking","hsk5"
青春,"qīngchūn","Youth","hsk5"
轻视,"qīngshì","Despise","hsk5"
请求,"qǐngqiú","request","hsk5"
球迷,"qiúmí","fans","hsk5"
趋势,"qūshì","trend","hsk5"
去世,"qùshì","pass away","hsk5"
权力,"quánlì","power","hsk5"
劝,"quàn","persuade","hsk5"
缺乏,"quēfá","Lack","hsk5"
确认,"quèrèn","confirm","hsk5"
群,"qún","group","hsk5"
燃烧,"ránshāo","burning","hsk5"
绕,"rào","Around","hsk5"
热爱,"rè'ài","Ardently love","hsk5"
热心,"rèxīn","enthusiastic","hsk5"
人才,"réncái","talented people","hsk5"
人类,"rénlèi","Human beings","hsk5"
人生,"rénshēng","Life","hsk5"
人物,"rénwù","character","hsk5"
忍不住,"rěnbuzhù","Unable to bear","hsk5"
日程,"rìchéng","schedule","hsk5"
日历,"rìlì","calendar","hsk5"
日用品,"rìyòngpǐn","Daily Necessities","hsk5"
如何,"rúhé","How","hsk5"
软件,"ruǎnjiàn","Software","hsk5"
洒,"sǎ","sprinkle","hsk5"
嗓子,"sǎngzi","throat","hsk5"
沙滩,"shātān","beach","hsk5"
晒,"shài","The sun","hsk5"
闪电,"shǎndiàn","lightning","hsk5"
善于,"shànyú","be good at","hsk5"
商品,"shāngpǐn","commodity","hsk5"
商务,"shāngwù","business","hsk5"
伤害,"shānghài","hurt","hsk5"
舍不得,"shěbude","Hate to part with or use","hsk5"
设计,"shèjì","Design","hsk5"
摄影,"shèyǐng","Photography","hsk5"
伸,"shēn","stretch","hsk5"
深刻,"shēnkè","profound","hsk5"
身份,"shēnfèn","identity","hsk5"
神秘,"shénmì","mysterious","hsk5"
生动,"shēngdòng","vivid","hsk5"
生长,"shēngzhǎng","grow","hsk5"
诗,"shī","poetry","hsk5"
失眠,"shīmián","insomnia","hsk5"
狮子,"shīzi","Lion","hsk5"
时代,"shídài","times, epoch","hsk5"
时髦,"shímáo","Fashionable","hsk5"
时尚,"shíshàng","fashion","hsk5"
实习,"shíxí","Internship","hsk5"
实验,"shíyàn","Experiment","hsk5"
石头,"shítou","stone","hsk5"
使劲儿,"shǐjìnr","exert all one's strength","hsk5"
始终,"shǐzhōng","Throughout","hsk5"
试卷,"shìjuàn","test paper","hsk5"
市场,"shìchǎng","market","hsk5"
事物,"shìwù","Thing","hsk5"
收据,"shōujù","receipt","hsk5"
手工,"shǒugōng","manual","hsk5"
手术,"shǒushù","Operation","hsk5"
手续,"shǒuxù","procedures","hsk5"
首,"shǒu","head, chief","hsk5"
受伤,"shòushāng","Injured","hsk5"
寿命,"shòumìng","Life","hsk5"
书架,"shūjià","bookshelf","hsk5"
输入,"shūrù","import; input","hsk5"
熟练,"shúliàn","skilled","hsk5"
鼠标,"shǔbiāo","mouse","hsk5"
数据,"shùjù","data","hsk5"
数码,"shùmǎ","Digital","hsk5"
摔倒,"shuāidǎo","fall","hsk5"
双方,"shuāngfāng","both sides","hsk5"
税,"shuì","tax","hsk5"
说服,"shuōfú","Persuade","hsk5"
丝绸,"sīchóu","silk","hsk5"
思想,"sīxiǎng","thought","hsk5"
似乎,"sìhū","It seems that","hsk5"
随身,"suíshēn","Carry on","hsk5"
碎,"suì","broken","hsk5"
损失,"sǔnshī","loss","hsk5"
锁,"suǒ","lock","hsk5"
台阶,"táijiē","Steps","hsk5"
太极拳,"tàijíquán","Taiji boxing","hsk5"
逃,"táo","flee","hsk5"
淘气,"táoqì","naughty","hsk5"
讨价还价,"tǎojiàhuánjià","bargain","hsk5"
套,"tào","set","hsk5"
特色,"tèsè","characteristic","hsk5"
提倡,"tíchàng","promote","hsk5"
题目,"tímù","subject","hsk5"
体贴,"tǐtiē","Considerate","hsk5"
体验,"tǐyàn","experience","hsk5"
天空,"tiānkōng","sky","hsk5"
天真,"tiānzhēn","naive","hsk5"
调整,"tiáozhěng","adjustment","hsk5"
通常,"tōngcháng","usually","hsk5"
统一,"tǒngyī","Unified","hsk5"
痛快,"tòngkuài","Happy, to one`s great satisfaction","hsk5"
偷,"tōu","steal","hsk5"
投资,"tóuzī","Investment","hsk5"
突出,"tūchū","prominent","hsk5"
土豆,"tǔdòu","Potato","hsk5"
兔子,"tùzi","Rabbit","hsk5"
推辞,"tuīcí","Refuse","hsk5"
推荐,"tuījiàn","Recommend","hsk5"
退,"tuì","retreat","hsk5"
退休,"tuìxiū","retire","hsk5"
外公,"wàigōng","grandpa (mother's side)","hsk5"
完整,"wánzhěng","complete","hsk5"
玩具,"wánjù","Toys","hsk5"
万一,"wànyī","In case","hsk5"
威胁,"wēixié","threaten","hsk5"
维修,"wéixiū","Repair","hsk5"
围绕,"wéirào","around","hsk5"
尾巴,"wěiba","tail","hsk5"
委屈,"wěiqu","suffer from injustice","hsk5"
胃,"wèi","stomach","hsk5"
位于,"wèiyú","Be located","hsk5"
未必,"wèibì","not necessarily","hsk5"
温柔,"wēnróu","Tender","hsk5"
文具,"wénjù","Stationery","hsk5"
文学,"wénxué","literature","hsk5"
稳定,"wěndìng","Stable","hsk5"
问候,"wènhòu","To greet","hsk5"
卧室,"wòshì","Bedroom","hsk5"
无数,"wúshù","Countless","hsk5"
勿,"wù","Not","hsk5"
物质,"wùzhì","material","hsk5"
吸取,"xīqǔ","Draw","hsk5"
系统,"xìtǒng","system","hsk5"
戏剧,"xìjù","drama","hsk5"
吓,"xià","scare","hsk5"
夏令营,"xiàlìngyíng","Summer camp","hsk5"
下载,"xiàzài","download","hsk5"
显然,"xiǎnrán","Obviously","hsk5"
县,"xiàn","county","hsk5"
现象,"xiànxiàng","phenomenon","hsk5"
香肠,"xiāngcháng","sausage","hsk5"
相当,"xiāngdāng","Quite","hsk5"
相似,"xiāngsì","Be similar","hsk5"
想念,"xiǎngniàn","miss","hsk5"
享受,"xiǎngshòu","enjoy","hsk5"
项链,"xiàngliàn","Necklace","hsk5"
象征,"xiàngzhēng","Symbolize","hsk5"
消极,"xiāojí","negative","hsk5"
消失,"xiāoshī","disappear","hsk5"
小气,"xiǎoqi","Mean","hsk5"
孝顺,"xiàoshun","Filial piety","hsk5"
斜,"xié","oblique","hsk5"
写作,"xiězuò","writing","hsk5"
心理,"xīnlǐ","Psychology","hsk5"
心脏,"xīnzàng","heart","hsk5"
信任,"xìnrèn","trust","hsk5"
行为,"xíngwéi","behavior","hsk5"
形容,"xíngróng","describe","hsk5"
形势,"xíngshì","situation","hsk5"
形状,"xíngzhuàng","shape","hsk5"
幸运,"xìngyùn","lucky","hsk5"
兄弟,"xiōngdì","Brother","hsk5"
虚心,"xūxīn","With an open mind, modest","hsk5"
宣布,"xuānbù","Announce","hsk5"
学术,"xuéshù","learning","hsk5"
询问,"xúnwèn","inquiry","hsk5"
训练,"xùnliàn","training","hsk5"
押金,"yājīn","deposit","hsk5"
牙齿,"yáchǐ","tooth","hsk5"
宴会,"yànhuì","banquet","hsk5"
痒,"yǎng","itch","hsk5"
样式,"yàngshì","style","hsk5"
腰,"yāo","waist","hsk5"
咬,"yǎo","bite","hsk5"
夜,"yè","night","hsk5"
业余,"yèyú","amateur","hsk5"
依然,"yīrán","still","hsk5"
一旦,"yídàn","once; in case","hsk5"
一致,"yízhì","Agreement","hsk5"
一再,"yízài","repeatedly","hsk5"
移民,"yímín","immigrant","hsk5"
疑问,"yíwèn","Doubt","hsk5"
以来,"yǐlái","Since","hsk5"
意外,"yìwài","Accident","hsk5"
议论,"yìlùn","Discussion","hsk5"
义务,"yìwù","obligation","hsk5"
因素,"yīnsù","Factor","hsk5"
英俊,"yīngjùn","Handsome and spirited","hsk5"
营养,"yíngyǎng","Nutrition","hsk5"
硬,"yìng","hard","hsk5"
应付,"yìngfu","cope with","hsk5"
应用,"yìngyòng","application","hsk5"
拥挤,"yōngjǐ","Crowded","hsk5"
勇气,"yǒngqì","courage","hsk5"
用功,"yònggōng","Diligent","hsk5"
优惠,"yōuhuì","preferential; favorable","hsk5"
优势,"yōushì","advantage","hsk5"
悠久,"yōujiǔ","long","hsk5"
油炸,"yóuzhá","Fried","hsk5"
有利,"yǒulì","favourable, beneficial","hsk5"
娱乐,"yúlè","entertainment","hsk5"
预报,"yùbào","prediction","hsk5"
预防,"yùfáng","Prevention","hsk5"
圆,"yuán","circular","hsk5"
元旦,"uándàn","New year's Day","hsk5"
员工,"yuángōng","employee","hsk5"
愿望,"yuànwàng","desire, wish","hsk5"
晕,"yūn","faint","hsk5"
运气,"yùnqi","luck","hsk5"
运用,"yùnyòng","Application","hsk5"
灾害,"zāihài","disaster","hsk5"
在乎,"zàihu","care about","hsk5"
再三,"zàisān","repeatedly","hsk5"
赞成,"zànchéng","Agreement","hsk5"
糟糕,"zāogāo","Too bad","hsk5"
造成,"zàochéng","cause","hsk5"
责备,"zébèi","Reproach","hsk5"
窄,"zhǎi","narrow","hsk5"
展开,"zhǎnkāi","Open","hsk5"
掌握,"zhǎngwò","master","hsk5"
账户,"zhànghù","account","hsk5"
珍惜,"zhēnxī","cherish","hsk5"
阵,"zhèn","front","hsk5"
睁,"zhēng","open (eyes)","hsk5"
争取,"zhēngqǔ","strive for","hsk5"
整个,"zhěnggè","Whole","hsk5"
整齐,"zhěngqí","neat","hsk5"
正,"zhèng","just","hsk5"
政府,"zhèngfǔ","government","hsk5"
证件,"zhèngjiàn","Certificates","hsk5"
支,"zhī","branch (measure word)","hsk5"
支票,"zhīpiào","Check","hsk5"
指导,"zhǐdǎo","guidance","hsk5"
制定,"zhìdìng","Formulate","hsk5"
制造,"zhìzào","Manufacture","hsk5"
智慧,"zhìhuì","wisdom","hsk5"
秩序,"zhìxù","order","hsk5"
中介,"zhōngjiè","intermediary","hsk5"
中旬,"zhōngxún","Mid","hsk5"
周到,"zhōudào","thoughtful","hsk5"
逐步,"zhúbù","gradually","hsk5"
竹子,"zhúzi","Bamboo","hsk5"
主持,"zhǔchí","Host","hsk5"
主观,"zhǔguān","subjective","hsk5"
主题,"zhǔtí","theme","hsk5"
主任,"zhǔrèn","Headmaster","hsk5"
抓,"zhuā","grab","hsk5"
专家,"zhuānjiā","expert","hsk5"
专心,"zhuānxīn","Attentively","hsk5"
转告,"zhuǎngào","Tell, transmit","hsk5"
装,"zhuāng","pretend","hsk5"
装修,"zhuāngxiū","decorate house","hsk5"
状况,"zhuàngkuàng","status","hsk5"
追,"zhuī","run after","hsk5"
资格,"zīgé","Qualifications","hsk5"
资料,"zīliào","data","hsk5"
姿势,"zīshì","posture","hsk5"
紫,"zǐ","purple","hsk5"
字幕,"zìmù","Subtitle","hsk5"
自动,"zìdòng","automatic","hsk5"
自由,"zìyóu","free","hsk5"
综合,"zōnghé","comprehensive","hsk5"
总共,"zǒnggòng","In total","hsk5"
总理,"zǒnglǐ","prime minister","hsk5"
总算,"zǒngsuàn","finally","hsk5"
总之,"zǒngzhī","in short, in brief","hsk5"
组成,"zǔchéng","Form","hsk5"
组织,"zǔzhī","organization","hsk5"
作文,"zuòwén","composition","hsk5"
哎,"āi","Oh","hsk5"
爱护,"àihù","Care","hsk5"
爱惜,"àixī","Cherish","hsk5"
安装,"ānzhuāng","install","hsk5"
暗,"àn","dark","hsk5"
把握,"bǎwò","grasp","hsk5"
摆,"bǎi","pendulum","hsk5"
办理,"bànlǐ","handle","hsk5"
傍晚,"bàngwǎn","Evening","hsk5"
包裹,"bāoguǒ","package","hsk5"
包括,"bāokuò","Include","hsk5"
薄,"báo","thin","hsk5"
宝贝,"bǎobèi","baby","hsk5"
保持,"bǎochí","keep","hsk5"
保险,"bǎoxiǎn","Insurance","hsk5"
抱怨,"bàoyuàn","Complain","hsk5"
报道,"bàodào","report","hsk5"
报社,"bàoshè","Newspaper office","hsk5"
背,"bèi","Back","hsk5"
本质,"běnzhì","essence","hsk5"
彼此,"bǐcǐ","each other","hsk5"
毕竟,"bìjìng","after all","hsk5"
避免,"bìmiǎn","avoid","hsk5"
编辑,"biānjí","edit","hsk5"
便,"biàn","then, in that case","hsk5"
标点,"biāodiǎn","punctuation","hsk5"
表明,"biǎomíng","Indicate","hsk5"
病毒,"bìngdú","virus","hsk5"
播放,"bōfàng","play","hsk5"
脖子,"bózi","neck","hsk5"
不要紧,"búyàojǐn","Never mind","hsk5"
布,"bù","cloth, textile","hsk5"
不安,"bù'ān","Uneasy, unstable","hsk5"
不得了,"bùdéliǎo","Very","hsk5"
不如,"bùrú","not as good as","hsk5"
步骤,"bùzhòu","step","hsk5"
采访,"cǎifǎng","interview","hsk5"
彩虹,"cǎihóng","Rainbow","hsk5"
参与,"cānyù","participate in","hsk5"
惭愧,"cánkuì","Be ashamed","hsk5"
操心,"cāoxīn","Worry","hsk5"
